CA_code,VA_code,estimate,ASE,flag
C11B,V12C,7.5,5.7,**
C11C,V12C,6.4,5.7,**
C11D,V12C,6.8,2.7,*
C11E,V12C,10.2,4.4,*
C11A,V12D,26.2,12.6,*
C11B,V12D,24.5,8.6,*
C11C,V12D,24.5,9.1,*
C11D,V12D,31.5,5.6,
C11E,V12D,26.9,5.1,
C11A,V12E,66.7,13.5,
C11B,V12E,68,9.6,
C11C,V12E,64.8,9.1,
C11D,V12E,54.9,6,
C11E,V12E,55.3,6.5,
C11A,V13A,52.5,9.1,
C11B,V13A,45.9,6.6,
C11C,V13A,43,5.1,
C11D,V13A,48.5,3.3,
C11E,V13A,44.4,3.4,
C11A,V13B,S,,
C11B,V13B,S,,
C11C,V13B,S,,
C11D,V13B,3.7,2,**
C11E,V13B,5.7,3.2,**
C11A,V13C,5,4.1,**
C11B,V13C,5.3,3.6,**
C11C,V13C,4.1,3.3,**
C11D,V13C,8,3.2,*
C11E,V13C,7.2,3,*
C11A,V13D,43.4,12.4,
C11B,V13D,27.8,7.2,
C11C,V13D,33.9,9.6,
C11D,V13D,32.4,5.1,
C11E,V13D,35.7,5.2,
C11A,V13E,49.3,12.3,
C11B,V13E,66.9,7.9,
C11C,V13E,60.7,9.7,
C11D,V13E,56,5,
C11E,V13E,51.4,5.1,
C11A,V14A,43.7,9,
C11B,V14A,48.4,6.1,
C11C,V14A,51.1,6.7,
C11D,V14A,42.8,3.6,
C11E,V14A,33.4,3.8,
C11A,V14B,S,,
C11B,V14B,3.5,3,**
C11C,V14B,S,,
C11D,V14B,2,1.2,**
C11E,V14B,3.3,2.7,**
C11A,V14C,4.6,3.7,**
C11B,V14C,3.1,2.6,**
C11C,V14C,4.7,3.6,**
C11D,V14C,4.5,2.1,*
C11E,V14C,4.7,2.8,**
C11A,V14D,39.4,13.1,*
C11B,V14D,33.1,6.8,
C11C,V14D,32.9,7.4,
C11D,V14D,32.4,4.8,
C11E,V14D,31,5.1,
C11A,V14E,55.5,13.3,
C11B,V14E,60.3,8.2,
C11C,V14E,60.4,7.5,
C11D,V14E,61.1,5.1,
C11E,V14E,61,5.6,
C11A,V15A,24.9,7.7,*
C11B,V15A,37.4,6,
C11C,V15A,39.7,6.4,
C11D,V15A,31.7,3.5,
C11E,V15A,31.3,3,
C11A,V15B,S,,
C11B,V15B,5.1,4.5,**
C11C,V15B,6.9,5.2,**
C11D,V15B,3.3,2,**
C11E,V15B,5.6,2.8,*
C11A,V15C,S,,
C11B,V15C,4.3,4.2,**
C11C,V15C,5.9,5.1,**
C11D,V15C,4.1,2.5,**
C11E,V15C,5,2.6,**
C11A,V15D,37.1,14.7,*
C11B,V15D,29.3,8.7,
C11C,V15D,26.7,9.5,*
C11D,V15D,29.1,6,
C11E,V15D,33.3,6.4,
C11A,V15E,62.9,14.7,
C11B,V15E,61.3,9.6,
C11C,V15E,60.5,9.5,
C11D,V15E,63.4,6.4,
C11E,V15E,56,6.1,
C11A,V16A,56.5,7.9,
C11B,V16A,63.4,5.3,
C11C,V16A,58.2,6.7,
C11D,V16A,46.1,3.6,
C11E,V16A,41.7,3.7,
C11A,V16B,S,,
C11B,V16B,3.5,2.6,**
C11C,V16B,4.8,4.1,**
C11D,V16B,3.5,1.8,**
C11E,V16B,4,2.7,**
C11A,V16C,5.3,5.5,***
C11B,V16C,6,4.2,**
C11C,V16C,8.7,4.9,**
C11D,V16C,6.7,3.6,**
C11E,V16C,5,2.8,**
C11A,V16D,40.7,13,*
C11B,V16D,27.8,6.6,
C11C,V16D,25.9,7.6,
C11D,V16D,32.3,4.9,
C11E,V16D,26.2,4.9,
C11A,V16E,50.7,12,
C11B,V16E,62.7,8,
C11C,V16E,60.6,9.8,
C11D,V16E,57.5,5.4,
C11E,V16E,64.8,6,
C11A,V17A,64.1,8.6,
C11B,V17A,79.5,4.7,
C11C,V17A,77.7,5.3,
C11D,V17A,64.3,3.5,
C11E,V17A,61.2,3.9,
C11A,V17B,21,7.7,*
C11B,V17B,18.3,5.6,*
C11C,V17B,22.6,6.2,
C11D,V17B,17.1,3.9,
C11E,V17B,18.9,4,
C11A,V17C,14.9,9.2,**
C11B,V17C,13.9,4.3,*
C11C,V17C,18.3,5.1,
C11D,V17C,11.8,2.8,
C11E,V17C,12.5,3.3,
C11A,V17D,35.4,11.3,*
C11B,V17D,33.9,6.4,
C11C,V17D,25.9,6.7,
C11D,V17D,31.5,4.1,
C11E,V17D,33.7,4.4,
C11A,V17E,28.6,9.7,*
C11B,V17E,33.9,6.6,
C11C,V17E,33.1,6.6,
C11D,V17E,39.6,4.7,
C11E,V17E,35,4.2,
C11A,V18A,73.8,7.4,
C11B,V18A,62.9,6.3,
C11C,V18A,63.5,5.6,
C11D,V18A,52.6,3.7,
C11E,V18A,50,4,
C11A,V18B,71.3,10.5,
C11B,V18B,69.2,6.4,
C11C,V18B,69.7,7.1,
C11D,V18B,58.7,4.8,
C11E,V18B,61.1,5,
C11A,V18C,12.6,8.1,**
C11B,V18C,10.7,4.8,*
C11C,V18C,7.1,4,**
C11D,V18C,14.7,4.1,
C11E,V18C,10.5,3.2,
C11A,V18D,14,6.6,*
C11B,V18D,15.5,5.2,*
C11C,V18D,17.3,6.7,*
C11D,V18D,18.1,4.2,
C11E,V18D,20.9,4.1,
C11A,V18E,S,,
C11B,V18E,4.7,2.7,**
C11C,V18E,5.9,4.5,**
C11D,V18E,8.5,2.8,*
C11E,V18E,7.4,2.6,*
C11A,V19A,37.7,8.1,
C11B,V19A,27,5.5,
C11C,V19A,31.2,6,
C11D,V19A,28.4,3.5,
C11E,V19A,30.7,3,
C11A,V19B,46.7,13.8,
C11B,V19B,46.3,10.8,
C11C,V19B,41.7,11.9,
C11D,V19B,34.9,6.1,
C11E,V19B,41.7,6.6,
C11A,V19C,14,8.5,**
C11B,V19C,16.9,8.9,**
C11C,V19C,21.4,9.8,*
C11D,V19C,15.9,4.7,
C11E,V19C,14.8,4.8,*
C11A,V19D,16.5,10.1,**
C11B,V19D,21.2,10.1,*
C11C,V19D,23.5,9.1,*
C11D,V19D,28.8,6.2,
C11E,V19D,25.2,5.2,
C11A,V19E,22.7,14,**
C11B,V19E,15.6,7.5,*
C11C,V19E,13.4,7.8,**
C11D,V19E,20.5,4.8,
C11E,V19E,18.3,5.7,*
C11A,V20A,8.9,4.8,**
C11B,V20A,4.7,2.2,*
C11C,V20A,4.6,2.9,**
C11D,V20A,4.3,1.4,*
C11E,V20A,4.2,1.7,*
C11A,V20B,60,26.8,*
C11B,V20B,45.4,29.4,**
C11C,V20B,S,,
C11D,V20B,40.2,20.7,**
C11E,V20B,18.1,12.2,**
C11A,V20C,S,,
C11B,V20C,S,,
C11C,V20C,S,,
C11D,V20C,S,,
C11E,V20C,S,,
C11A,V20D,S,,
C11B,V20D,35.7,28.2,**
C11C,V20D,66.8,30.4,*
C11D,V20D,9.3,8.8,**
C11E,V20D,13.9,10.2,**
C11A,V20E,S,,
C11B,V20E,S,,
C11C,V20E,S,,
C11D,V20E,46.2,19.6,*
C11E,V20E,60,17.4,
C11A,V21A,39.1,7.5,
C11B,V21A,35.7,5.1,
C11C,V21A,25.4,5.7,
C11D,V21A,26.2,3.2,
C11E,V21A,17.8,2.7,
C11A,V21B,39.7,12,*
C11B,V21B,49.6,9.9,
C11C,V21B,23.3,10.4,*
C11D,V21B,25.1,6.6,
C11E,V21B,20.3,5.9,
C11A,V21C,15.9,8.8,**
C11B,V21C,9.1,6.3,**
C11C,V21C,17.2,11.2,**
C11D,V21C,14.1,6.7,*
C11E,V21C,12.9,6.8,**
C11A,V21D,27.1,11.2,*
C11B,V21D,18.6,8.4,*
C11C,V21D,31.6,12.1,*
C11D,V21D,27.1,5.3,
C11E,V21D,26.7,7.7,
C11A,V21E,17.3,8.4,*
C11B,V21E,22.8,8.6,*
C11C,V21E,27.8,11.5,*
C11D,V21E,33.6,6.6,
C11E,V21E,40.1,9,
C11A,V22A,37.2,7.3,
C11B,V22A,24.7,5.6,
C11C,V22A,25,5.2,
C11D,V22A,19.3,3,
C11E,V22A,20.6,2.9,
C11A,V22B,13.5,9.2,**
C11B,V22B,S,,
C11C,V22B,11.8,7.9,**
C11D,V22B,7.3,5,**
C11E,V22B,11.7,6.3,**
C11A,V22C,S,,
C11B,V22C,S,,
C11C,V22C,11.8,9.7,**
C11D,V22C,7.5,6.2,**
C11E,V22C,7.4,4.7,**
C11A,V22D,28.9,12.5,*
C11B,V22D,23.1,9.3,*
C11C,V22D,24,10.8,*
C11D,V22D,21.3,6.1,
C11E,V22D,16.1,6,*
C11A,V22E,50.8,12.4,
C11B,V22E,65.2,11.8,
C11C,V22E,52.4,13.9,
C11D,V22E,63.8,8.1,
C11E,V22E,64.8,8.3,
C12A,V00T,68.1,2,
C12B,V00T,27.8,2,
C12C,V00T,4.1,0.9,
C12A,V01A,88.2,1.9,
C12B,V01A,80.9,4,
C12C,V01A,21.7,10.6,*
C12A,V01B,11.8,1.9,
C12B,V01B,19.1,4,
C12C,V01B,78.3,10.6,
C12A,V01C,9.3,5.1,**
C12B,V01C,40,10.7,
C12C,V01C,78.6,11.9,
C12A,V01D,37.4,9.2,
C12B,V01D,18.1,9.5,**
C12C,V01D,S,,
C12A,V01E,53.2,8.6,
C12B,V01E,41.9,10.9,
C12C,V01E,20.3,11.9,**
C12A,V02A,65.8,2.8,
C12B,V02A,63.5,4.5,
C12C,V02A,17.6,9.7,**
C12A,V02B,34.2,2.8,
C12B,V02B,36.5,4.5,
C12C,V02B,82.4,9.7,
C12A,V02C,22.1,4.2,
C12B,V02C,16.5,4.9,
C12C,V02C,S,,
C12A,V02D,7.5,3.6,*
C12B,V02D,20.1,6.4,*
C12C,V02D,64.3,12.8,
C12A,V02E,32.4,4.1,
C12B,V02E,18.8,4.9,
C12C,V02E,S,,
C12A,V02F,38,4.9,
C12B,V02F,44.7,7.6,
C12C,V02F,33,12.8,*
C12A,V03A,48.3,2.6,
C12B,V03A,46.1,4.4,
C12C,V03A,35.9,11.9,*
C12A,V03B,83.2,1.6,
C12B,V03B,83.8,3.1,
C12C,V03B,80.1,8.2,
C12A,V03C,32.1,2.4,
C12B,V03C,29.7,3.7,
C12C,V03C,22.5,11.2,*
C12A,V04A,18.1,2.1,
C12B,V04A,13.4,3,
C12C,V04A,13.5,7.4,**
C12A,V04B,2,0.8,*
C12B,V04B,3,1.5,**
C12C,V04B,11.5,10.9,**
C12A,V04C,4.3,1,
C12B,V04C,3.7,1.4,*
C12C,V04C,8.5,6.2,**
C12A,V04D,75.5,2.2,
C12B,V04D,79.9,3.3,
C12C,V04D,66.5,11,
C12A,V05A,60.7,2.5,
C12B,V05A,63.4,4.6,
C12C,V05A,65.5,12.1,
C12A,V05B,5.1,1.1,
C12B,V05B,5.8,2,*
C12C,V05B,S,,
C12A,V05C,5.2,1.1,
C12B,V05C,4.7,2.2,*
C12C,V05C,S,,
C12A,V05D,28.9,2.3,
C12B,V05D,26.1,3.8,
C12C,V05D,28.8,11.9,*
C12A,V06A,29.9,2.6,
C12B,V06A,23.8,3.7,
C12C,V06A,29,10.3,*
C12A,V06B,6.4,1.3,
C12B,V06B,6.5,2.1,*
C12C,V06B,5.4,4,**
C12A,V06C,5.6,1.2,
C12B,V06C,5.2,2.1,*
C12C,V06C,5.1,4.2,**
C12A,V06D,58,2.9,
C12B,V06D,64.5,3.8,
C12C,V06D,60.4,11.5,
C12A,V07A,5.4,1.1,
C12B,V07A,6.2,2,*
C12C,V07A,7.3,6.1,**
C12A,V07B,1.3,0.6,*
C12B,V07B,1.6,1.1,**
C12C,V07B,S,,
C12A,V07C,2.1,0.6,*
C12B,V07C,2.6,1.2,*
C12C,V07C,S,,
C12A,V07D,91.2,1.4,
C12B,V07D,89.6,2.3,
C12C,V07D,85.1,9.6,
C12A,V08A,5.6,1.2,
C12B,V08A,3.9,1.5,*
C12C,V08A,8.9,9,***
C12A,V08B,2.1,0.8,*
C12B,V08B,2.1,1.2,**
C12C,V08B,S,,
C12A,V08C,3.3,0.7,
C12B,V08C,3.7,1.6,*
C12C,V08C,S,,
C12A,V08D,89,1.5,
C12B,V08D,90.3,2.4,
C12C,V08D,85,10.6,
C12A,V09A,12.2,1.7,
C12B,V09A,9.3,2.3,
C12C,V09A,8.9,5.3,**
C12A,V09B,2.6,0.7,
C12B,V09B,1.9,0.9,*
C12C,V09B,S,,
C12A,V09C,6.2,1.2,
C12B,V09C,3.1,1.6,**
C12C,V09C,S,,
C12A,V09D,79,1.8,
C12B,V09D,85.7,3,
C12C,V09D,82.6,8.5,
C12A,V10A,8.4,1.4,
C12B,V10A,6,2,*
C12C,V10A,17.4,9.5,**
C12A,V10B,3.2,1,*
C12B,V10B,3,1.6,**
C12C,V10B,S,,
C12A,V10C,5.5,1.2,
C12B,V10C,6.1,2.4,*
C12C,V10C,S,,
C12A,V10D,83,2.1,
C12B,V10D,84.9,3.2,
C12C,V10D,78.2,9.9,
C12A,V11A,35.6,2.6,
C12B,V11A,31.3,4.4,
C12C,V11A,33.4,11.1,*
C12A,V11B,3.6,1.9,**
C12B,V11B,4.1,2.5,**
C12C,V11B,S,,
C12A,V11C,7,2.3,*
C12B,V11C,8,4.2,**
C12C,V11C,S,,
C12A,V11D,35.4,4.3,
C12B,V11D,38,6.8,
C12C,V11D,44.1,21.6,*
C12A,V11E,54,4.5,
C12B,V11E,49.9,6.5,
C12C,V11E,45.6,18.6,*
C12A,V12A,43.9,2.6,
C12B,V12A,33.2,4.9,
C12C,V12A,36.4,9.7,
C12A,V12B,5.8,2.6,*
C12B,V12B,3.2,2,**
C12C,V12B,S,,
C12A,V12C,7.7,3.1,*
C12B,V12C,8.8,4,*
C12C,V12C,S,,
C12A,V12D,27.8,3.6,
C12B,V12D,26.6,6,
C12C,V12D,24.9,14.5,**
C12A,V12E,58.7,4.6,
C12B,V12E,61.5,7.4,
C12C,V12E,57.3,20.1,*
C12A,V13A,47.5,2.9,
C12B,V13A,43.8,4.9,
C12C,V13A,44.5,11.7,
C12A,V13B,3,1.3,*
C12B,V13B,3,2,**
C12C,V13B,S,,
C12A,V13C,7.5,2.5,*
C12B,V13C,5.1,2.4,*
C12C,V13C,S,,
C12A,V13D,34.5,3.8,
C12B,V13D,30.8,5.8,
C12C,V13D,31.2,13.9,*
C12A,V13E,55,3.6,
C12B,V13E,61.1,6.2,
C12C,V13E,48.9,17.2,*
C12A,V14A,41.4,3.2,
C12B,V14A,42.6,4.5,
C12C,V14A,44.5,11.1,
C12A,V14B,2.4,1.3,**
C12B,V14B,2.9,2.5,**
C12C,V14B,S,,
C12A,V14C,4.5,1.6,*
C12B,V14C,4.1,2.5,**
C12C,V14C,S,,
C12A,V14D,31.7,3.2,
C12B,V14D,32.4,6.3,
C12C,V14D,42.8,16.9,*
C12A,V14E,61.4,3.4,
C12B,V14E,60.6,7.2,
C12C,V14E,55,16.9,*
C12A,V15A,32.3,2.7,
C12B,V15A,33.8,4.7,
C12C,V15A,42.5,11,
C12A,V15B,5.4,2.5,*
C12B,V15B,4.3,2.5,**
C12C,V15B,S,,
C12A,V15C,4.2,1.9,*
C12B,V15C,3.2,2.1,**
C12C,V15C,S,,
C12A,V15D,29.5,4.7,
C12B,V15D,31.4,6.3,
C12C,V15D,32.6,15.8,*
C12A,V15E,61,5.1,
C12B,V15E,61,6.3,
C12C,V15E,58.1,16.1,
C12A,V16A,49,2.5,
C12B,V16A,48.6,5.1,
C12C,V16A,63.4,11.7,
C12A,V16B,3,1.4,*
C12B,V16B,4.1,3.1,**
C12C,V16B,S,,
C12A,V16C,5.2,2.1,*
C12B,V16C,6.8,4.5,**
C12C,V16C,10.8,9.8,**
C12A,V16D,31.4,3.6,
C12B,V16D,24,4.8,
C12C,V16D,33.2,13.9,*
C12A,V16E,60.4,3.6,
C12B,V16E,65,6.1,
C12C,V16E,50.6,14,
C12A,V17A,66.2,2.6,
C12B,V17A,68.1,4.5,
C12C,V17A,83.3,10.3,
C12A,V17B,17.7,2.8,
C12B,V17B,20.1,4.3,
C12C,V17B,17.9,9,**
C12A,V17C,15.3,2.3,
C12B,V17C,10.2,2.9,
C12C,V17C,10.6,6.4,**
C12A,V17D,30.2,3,
C12B,V17D,35.4,4.9,
C12C,V17D,36.2,11.7,*
C12A,V17E,36.8,3.4,
C12B,V17E,34.3,5,
C12C,V17E,35.2,12.8,*
C12A,V18A,62.4,2.7,
C12B,V18A,41.2,4,
C12C,V18A,46.8,12.2,
C12A,V18B,65.1,3,
C12B,V18B,58.7,6.6,
C12C,V18B,67.2,16.2,
C12A,V18C,12.3,2.6,
C12B,V18C,8.1,3.3,*
C12C,V18C,S,,
C12A,V18D,16.3,2.5,
C12B,V18D,25.1,5.4,
C12C,V18D,19.4,14.4,**
C12A,V18E,6.3,1.7,
C12B,V18E,8.2,3.3,*
C12C,V18E,S,,
C12A,V19A,34.2,2.4,
C12B,V19A,22.1,3.3,
C12C,V19A,17.3,8.1,*
C12A,V19B,44,4.6,
C12B,V19B,28.6,6.8,
C12C,V19B,34.2,23.2,**
C12A,V19C,15.2,3.1,
C12B,V19C,20.9,8.3,*
C12C,V19C,S,,
C12A,V19D,23,3.6,
C12B,V19D,32,8.9,
C12C,V19D,S,,
C12A,V19E,17.9,3.4,
C12B,V19E,18.6,6.2,*
C12C,V19E,S,,
C12A,V20A,5.5,1.2,
C12B,V20A,2,1.3,**
C12C,V20A,S,,
C12A,V20B,37.8,12.2,*
C12B,V20B,S,,
C12C,V20B,S,,
C12A,V20C,8.3,6,**
C12B,V20C,S,,
C12C,V20C,S,,
C12A,V20D,18.9,8.8,*
C12B,V20D,S,,
C12C,V20D,S,,
C12A,V20E,35.1,10,
C12B,V20E,36.4,24.2,**
C12C,V20E,S,,
C12A,V21A,29.7,2.4,
C12B,V21A,16.8,3.4,
C12C,V21A,13.7,7.1,**
C12A,V21B,30.9,3.7,
C12B,V21B,23.1,8.7,*
C12C,V21B,38.8,26.1,**
C12A,V21C,13,3.3,
C12B,V21C,17.5,9.5,**
C12C,V21C,S,,
C12A,V21D,26,4.1,
C12B,V21D,27.4,8.2,
C12C,V21D,S,,
C12A,V21E,30.1,4.1,
C12B,V21E,32.1,10.5,*
C12C,V21E,44.6,27.8,**
C12A,V22A,24.7,2.3,
C12B,V22A,16.6,2.8,
C12C,V22A,17.2,7.3,*
C12A,V22B,11.4,3.4,
C12B,V22B,4.1,3.8,**
C12C,V22B,S,,
C12A,V22C,9.5,4.1,*
C12B,V22C,S,,
C12C,V22C,S,,
C12A,V22D,21.1,4.2,
C12B,V22D,21.6,8,*
C12C,V22D,S,,
C12A,V22E,58,6,
C12B,V22E,71,9.1,
C12C,V22E,82.1,17.8,
C13A,V00T,72.7,2.3,
C13B,V00T,14.6,0,
C13C,V00T,8.3,1.8,
C13D,V00T,13.3,1.8,
C13A,V01A,87.6,1.9,
C13B,V01A,80.5,4.6,
C13C,V01A,79.3,6.9,
C13D,V01A,68.3,5.8,
C13A,V01B,12.4,1.9,
C13B,V01B,19.5,4.6,
C13C,V01B,20.7,6.9,*
C13D,V01B,31.7,5.8,
C13A,V01C,26.6,7.3,
C13B,V01C,S,,
C13C,V01C,15.5,13.7,**
C13D,V01C,52.2,11.2,
C13A,V01D,26.1,7.6,
C13B,V01D,41.1,13.5,*
C13C,V01D,32.9,23.7,**
C13D,V01D,8.7,6.6,**
C13A,V01E,47.3,8.2,
C13B,V01E,54,14.4,
C13C,V01E,51.7,26.5,**
C13D,V01E,39,11.6,
C13A,V02A,67,2.5,
C13B,V02A,58.2,5.3,
C13C,V02A,57.3,8.7,
C13D,V02A,49.1,6.8,
C13A,V02B,33,2.5,
C13B,V02B,41.8,5.3,
C13C,V02B,42.7,8.7,
C13D,V02B,50.9,6.8,
C13A,V02C,21.4,4.1,
C13B,V02C,19.1,7.9,*
C13C,V02C,19.6,12,**
C13D,V02C,9.9,4.9,*
C13A,V02D,11.8,3.6,*
C13B,V02D,5.4,5.9,***
C13C,V02D,9.9,7.4,**
C13D,V02D,32.5,8.3,
C13A,V02E,29.1,3.8,
C13B,V02E,32.1,8.4,
C13C,V02E,29.6,15.7,**
C13D,V02E,13.2,5.1,*
C13A,V02F,37.7,4.7,
C13B,V02F,43.4,10.1,
C13C,V02F,40.9,14.8,*
C13D,V02F,44.5,9,
C13A,V03A,47.7,2.5,
C13B,V03A,48.6,6.3,
C13C,V03A,40.7,9.2,
C13D,V03A,44.3,5.7,
C13A,V03B,84.9,1.6,
C13B,V03B,80.4,4.5,
C13C,V03B,63.2,9.5,
C13D,V03B,83.9,4.8,
C13A,V03C,33.6,2.3,
C13B,V03C,29,6,
C13C,V03C,25.3,8.4,*
C13D,V03C,26,5.2,
C13A,V04A,16.8,1.8,
C13B,V04A,22.7,5.2,
C13C,V04A,13.2,5.8,*
C13D,V04A,12.3,5.5,*
C13A,V04B,2,0.7,*
C13B,V04B,2.3,1.6,**
C13C,V04B,8.4,6.8,**
C13D,V04B,4.6,3.5,**
C13A,V04C,4.4,1,
C13B,V04C,5.9,2.5,*
C13C,V04C,3.9,2.5,**
C13D,V04C,4.3,2.7,**
C13A,V04D,76.8,2,
C13B,V04D,69.1,5.5,
C13C,V04D,74.6,7.5,
C13D,V04D,78.8,6.4,
C13A,V05A,63,2.6,
C13B,V05A,56.1,5.3,
C13C,V05A,53.3,10.6,
C13D,V05A,63.4,5.7,
C13A,V05B,4.9,1.1,
C13B,V05B,4.7,2.6,**
C13C,V05B,9.4,6.3,**
C13D,V05B,5.3,2.9,**
C13A,V05C,5.4,1.1,
C13B,V05C,6.4,2.9,*
C13C,V05C,6.2,4.1,**
C13D,V05C,3.5,2.3,**
C13A,V05D,26.7,2.1,
C13B,V05D,32.8,5.6,
C13C,V05D,31.2,8.9,
C13D,V05D,27.9,4.7,
C13A,V06A,28.8,2.2,
C13B,V06A,35.6,6.1,
C13C,V06A,28.7,7,
C13D,V06A,21,5.3,
C13A,V06B,6.3,1.3,
C13B,V06B,8.7,4.2,*
C13C,V06B,6.3,4.1,**
C13D,V06B,5,2.6,**
C13A,V06C,5.6,1.1,
C13B,V06C,5.4,3.2,**
C13C,V06C,4.4,3.3,**
C13D,V06C,6.7,3.4,**
C13A,V06D,59.4,2.4,
C13B,V06D,50.2,5.8,
C13C,V06D,60.7,7.3,
C13D,V06D,67.3,5.8,
C13A,V07A,4.6,1,
C13B,V07A,7.4,3.2,*
C13C,V07A,8,6,**
C13D,V07A,8.9,3.7,*
C13A,V07B,1.5,0.7,*
C13B,V07B,S,,
C13C,V07B,S,,
C13D,V07B,S,,
C13A,V07C,2.3,0.7,*
C13B,V07C,2.4,1.6,**
C13C,V07C,S,,
C13D,V07C,2.6,2.4,**
C13A,V07D,91.6,1.3,
C13B,V07D,88.4,4.1,
C13C,V07D,87.1,6.8,
C13D,V07D,87,4.3,
C13A,V08A,4.9,1,
C13B,V08A,10.5,3.6,*
C13C,V08A,9.9,6.2,**
C13D,V08A,3.4,2.4,**
C13A,V08B,1.8,0.6,*
C13B,V08B,3.1,2.4,**
C13C,V08B,4.6,4.1,**
C13D,V08B,1.3,1.3,***
C13A,V08C,3.3,0.8,
C13B,V08C,2.6,1.7,**
C13C,V08C,2,1.8,**
C13D,V08C,4.5,3.1,**
C13A,V08D,90,1.2,
C13B,V08D,83.8,4.1,
C13C,V08D,83.5,7.8,
C13D,V08D,90.8,4.3,
C13A,V09A,12.4,1.5,
C13B,V09A,9.7,4,*
C13C,V09A,7.6,4.8,**
C13D,V09A,6.3,3.4,**
C13A,V09B,2.8,0.7,
C13B,V09B,2.5,1.6,**
C13C,V09B,S,,
C13D,V09B,S,,
C13A,V09C,5.8,1.2,
C13B,V09C,9.5,3.2,*
C13C,V09C,2.4,2.1,**
C13D,V09C,2.3,1.8,**
C13A,V09D,78.9,1.9,
C13B,V09D,78.3,4.4,
C13C,V09D,88,5.7,
C13D,V09D,90.7,4.1,
C13A,V10A,8.2,1.2,
C13B,V10A,12.5,3.8,*
C13C,V10A,8.5,5.4,**
C13D,V10A,8.8,3.9,*
C13A,V10B,3.4,1,
C13B,V10B,3,2.5,**
C13C,V10B,S,,
C13D,V10B,2.2,2.3,***
C13A,V10C,5.6,1.1,
C13B,V10C,3.6,2,**
C13C,V10C,3.6,2.5,**
C13D,V10C,7.1,3.8,**
C13A,V10D,82.8,1.9,
C13B,V10D,80.9,4.5,
C13C,V10D,85.3,6.5,
C13D,V10D,82,5,
C13A,V11A,38.1,2.6,
C13B,V11A,29.2,5,
C13C,V11A,25.9,9.2,*
C13D,V11A,23.8,5.7,
C13A,V11B,3.1,1.3,*
C13B,V11B,8.7,8.6,**
C13C,V11B,S,,
C13D,V11B,3.8,3.4,**
C13A,V11C,6.5,2.2,*
C13B,V11C,6.6,4.6,**
C13C,V11C,S,,
C13D,V11C,10.8,8.9,**
C13A,V11D,36.3,4,
C13B,V11D,31.4,10.9,*
C13C,V11D,38.4,16.9,*
C13D,V11D,41.6,13,*
C13A,V11E,54.1,4.3,
C13B,V11E,53.3,12.6,
C13C,V11E,47.9,16.9,*
C13D,V11E,43.8,12.1,
C13A,V12A,42.4,2.5,
C13B,V12A,47.6,6.5,
C13C,V12A,37.6,10.5,
C13D,V12A,27.8,5.9,
C13A,V12B,5.2,2.3,*
C13B,V12B,S,,
C13C,V12B,8.8,8.1,**
C13D,V12B,S,,
C13A,V12C,7.1,2.5,*
C13B,V12C,9.4,7.5,**
C13C,V12C,6.1,5.8,**
C13D,V12C,10,6.3,**
C13A,V12D,26.9,3.4,
C13B,V12D,26.3,7.2,
C13C,V12D,24.9,12.4,*
C13D,V12D,29.5,9.9,*
C13A,V12E,60.8,4,
C13B,V12E,59.8,10.7,
C13C,V12E,60.2,14.9,
C13D,V12E,60.1,12.2,
C13A,V13A,49.5,2.4,
C13B,V13A,46.7,6.1,
C13C,V13A,40.6,8.9,
C13D,V13A,39.5,7.7,
C13A,V13B,2.5,1.1,*
C13B,V13B,S,,
C13C,V13B,11.5,11.2,**
C13D,V13B,S,,
C13A,V13C,6.6,2.2,*
C13B,V13C,7.5,3.7,*
C13C,V13C,S,,
C13D,V13C,6.2,4.3,**
C13A,V13D,33.4,3.3,
C13B,V13D,37.5,9.2,
C13C,V13D,32.3,14.1,*
C13D,V13D,39.3,9.3,
C13A,V13E,57.5,3.1,
C13B,V13E,52.5,10.5,
C13C,V13E,51.9,14.3,
C13D,V13E,49.5,9.1,
C13A,V14A,45.1,2.8,
C13B,V14A,33.6,6.4,
C13C,V14A,27.6,8.9,*
C13D,V14A,42.3,6.6,
C13A,V14B,1.8,0.8,*
C13B,V14B,S,,
C13C,V14B,S,,
C13D,V14B,5.2,4.7,**
C13A,V14C,4.2,1.5,*
C13B,V14C,6.5,4.6,**
C13C,V14C,S,,
C13D,V14C,5.8,4.4,**
C13A,V14D,33.5,2.9,
C13B,V14D,28.4,8.3,
C13C,V14D,18.1,10,**
C13D,V14D,31.2,9.6,*
C13A,V14E,60.5,3,
C13B,V14E,63.2,8.4,
C13C,V14E,69.9,15.6,
C13D,V14E,57.8,11,
C13A,V15A,33.9,2.6,
C13B,V15A,30.3,5.3,
C13C,V15A,21.4,6.9,*
C13D,V15A,37.8,7.8,
C13A,V15B,4.3,1.6,*
C13B,V15B,8.2,6.5,**
C13C,V15B,S,,
C13D,V15B,6.4,5.7,**
C13A,V15C,5,1.9,*
C13B,V15C,5.9,5.1,**
C13C,V15C,S,,
C13D,V15C,4.1,3.5,**
C13A,V15D,29.2,3.8,
C13B,V15D,27.1,8.4,*
C13C,V15D,19.1,14,**
C13D,V15D,32.1,9.9,*
C13A,V15E,61.6,4.2,
C13B,V15E,58.8,9.5,
C13C,V15E,67.6,15.7,
C13D,V15E,57.4,9.8,
C13A,V16A,49.7,2.4,
