CA_code,VA_code,estimate,ASE,flag
C07B,V15E,59.8,7.3,
C07C,V15E,52.9,9.9,
C07D,V15E,63.1,7.5,
C07E,V15E,62,5.9,
C07A,V16A,35.2,5.1,
C07B,V16A,43.1,4.7,
C07C,V16A,50.7,5.3,
C07D,V16A,53.7,4.4,
C07E,V16A,53.7,4.1,
C07A,V16B,3.6,2.7,**
C07B,V16B,3.1,2.3,**
C07C,V16B,4.1,2.7,**
C07D,V16B,2.3,1.6,**
C07E,V16B,5.5,3.4,**
C07A,V16C,5.4,4.8,**
C07B,V16C,4.9,3.7,**
C07C,V16C,6.8,4.4,**
C07D,V16C,8.2,4.8,**
C07E,V16C,5.6,3.1,**
C07A,V16D,34.4,8.4,
C07B,V16D,34.9,5.6,
C07C,V16D,32,6.4,
C07D,V16D,28.5,5.3,
C07E,V16D,24.6,5,
C07A,V16E,56.5,7.7,
C07B,V16E,57.2,6.6,
C07C,V16E,57.1,7.7,
C07D,V16E,60.9,6.3,
C07E,V16E,64.3,5.6,
C07A,V17A,52.4,6,
C07B,V17A,57.7,4.6,
C07C,V17A,68.8,5.3,
C07D,V17A,72.9,4,
C07E,V17A,72.9,4.2,
C07A,V17B,20.9,5.9,
C07B,V17B,20.4,4.3,
C07C,V17B,20.4,5.2,
C07D,V17B,20,3.9,
C07E,V17B,16.4,3.9,
C07A,V17C,13.2,5.3,*
C07B,V17C,13.2,4.6,*
C07C,V17C,14.1,4.8,*
C07D,V17C,13.3,3.2,
C07E,V17C,14,3.4,
C07A,V17D,36.2,7.3,
C07B,V17D,29.5,5.4,
C07C,V17D,32.9,5.8,
C07D,V17D,28.2,4.3,
C07E,V17D,34.5,4.4,
C07A,V17E,29.7,6.2,
C07B,V17E,36.9,5.7,
C07C,V17E,32.6,5.8,
C07D,V17E,38.5,4.5,
C07E,V17E,35.1,4.8,
C07A,V18A,44.5,5.8,
C07B,V18A,50.1,4.6,
C07C,V18A,51.4,5.1,
C07D,V18A,60.5,4.2,
C07E,V18A,62.3,4.4,
C07A,V18B,61.7,7.3,
C07B,V18B,65.1,5.6,
C07C,V18B,65.4,8.1,
C07D,V18B,64.5,5.4,
C07E,V18B,62.5,4.9,
C07A,V18C,10.4,5,*
C07B,V18C,7.4,2.9,*
C07C,V18C,13.4,5.1,*
C07D,V18C,11.4,3.8,*
C07E,V18C,12.9,3.9,*
C07A,V18D,21.1,7,*
C07B,V18D,18.8,5.1,
C07C,V18D,14.6,5,*
C07D,V18D,19.7,4.3,
C07E,V18D,17.4,4.3,
C07A,V18E,6.8,3.2,*
C07B,V18E,8.7,3.5,*
C07C,V18E,6.6,4.3,**
C07D,V18E,4.4,1.9,*
C07E,V18E,7.2,2.8,*
C07A,V19A,32.8,5.9,
C07B,V19A,34.1,4.3,
C07C,V19A,27.5,4.4,
C07D,V19A,29.5,4.1,
C07E,V19A,28.2,3.9,
C07A,V19B,44.8,8.9,
C07B,V19B,46,6.4,
C07C,V19B,37.7,8.2,
C07D,V19B,38.1,7.4,
C07E,V19B,37.9,9,
C07A,V19C,12.8,6,*
C07B,V19C,14.4,4.9,*
C07C,V19C,19.5,7.4,*
C07D,V19C,17.1,7.2,*
C07E,V19C,16.7,6.3,*
C07A,V19D,23.6,8.9,*
C07B,V19D,25.9,6.8,
C07C,V19D,23.6,7,
C07D,V19D,27.2,6.9,
C07E,V19D,23.4,7.6,*
C07A,V19E,18.7,7.5,*
C07B,V19E,13.7,5.2,*
C07C,V19E,19.2,7.9,*
C07D,V19E,17.6,5.9,*
C07E,V19E,22,7.1,*
C07A,V20A,4.4,3.3,**
C07B,V20A,5.2,1.9,*
C07C,V20A,3.9,2,**
C07D,V20A,4.1,1.6,*
C07E,V20A,5.3,2.2,*
C07A,V20B,S,,
C07B,V20B,48,24.3,**
C07C,V20B,S,,
C07D,V20B,23.5,18.4,**
C07E,V20B,36.1,20.9,**
C07A,V20C,S,,
C07B,V20C,S,,
C07C,V20C,S,,
C07D,V20C,S,,
C07E,V20C,S,,
C07A,V20D,S,,
C07B,V20D,23.9,15.2,**
C07C,V20D,S,,
C07D,V20D,25.8,23.5,**
C07E,V20D,17.9,14.4,**
C07A,V20E,S,,
C07B,V20E,28.1,17.9,**
C07C,V20E,40.7,25.8,**
C07D,V20E,39.3,22.6,**
C07E,V20E,39.5,18.5,*
C07A,V21A,19.4,4.1,
C07B,V21A,23.8,3.3,
C07C,V21A,23.3,4,
C07D,V21A,29.1,4.2,
C07E,V21A,26.4,4,
C07A,V21B,25.7,11.7,*
C07B,V21B,30.3,8.4,
C07C,V21B,30.1,9.2,*
C07D,V21B,25.8,7.5,
C07E,V21B,33.1,7.5,
C07A,V21C,11.1,8.8,**
C07B,V21C,10.1,4.5,*
C07C,V21C,13.3,6.6,*
C07D,V21C,14.9,7.1,*
C07E,V21C,15.4,6.4,*
C07A,V21D,37.1,14.3,*
C07B,V21D,25.7,8.7,*
C07C,V21D,29.9,10.2,*
C07D,V21D,25.5,6,
C07E,V21D,22.8,7.5,*
C07A,V21E,26.2,10.9,*
C07B,V21E,33.9,6.8,
C07C,V21E,26.6,12.2,*
C07D,V21E,33.8,8.5,
C07E,V21E,28.7,7.7,
C07A,V22A,18.7,4.4,
C07B,V22A,24.3,4,
C07C,V22A,19.3,3.9,
C07D,V22A,19.6,3.7,
C07E,V22A,26.2,4,
C07A,V22B,8.8,7.2,**
C07B,V22B,10.4,6.2,**
C07C,V22B,4.8,5.3,***
C07D,V22B,7.4,5.2,**
C07E,V22B,12.9,6,*
C07A,V22C,S,,
C07B,V22C,7.7,6.2,**
C07C,V22C,7,6.1,**
C07D,V22C,10.1,7.6,**
C07E,V22C,8.5,5.3,**
C07A,V22D,24.7,10.6,*
C07B,V22D,20.6,6.1,
C07C,V22D,34.3,10.9,*
C07D,V22D,16.3,7,*
C07E,V22D,18.1,6.8,*
C07A,V22E,63.6,10.9,
C07B,V22E,61.3,8.4,
C07C,V22E,53.9,10.9,
C07D,V22E,66.1,9.7,
C07E,V22E,60.5,9.3,
C08A,V00T,39.4,1.9,
C08B,V00T,36.7,2.2,
C08C,V00T,23.9,1.9,
C08A,V01A,81.7,2.6,
C08B,V01A,81.7,3.1,
C08C,V01A,89.3,3.3,
C08A,V01B,18.3,2.6,
C08B,V01B,18.3,3.1,
C08C,V01B,10.7,3.3,*
C08A,V01C,31.5,9,
C08B,V01C,35.7,9.6,
C08C,V01C,24.7,11.6,*
C08A,V01D,26.4,9.5,*
C08B,V01D,18,6.6,*
C08C,V01D,34.8,14.7,*
C08A,V01E,42.1,9,
C08B,V01E,46.3,9.6,
C08C,V01E,40.6,12.4,*
C08A,V02A,64,3.6,
C08B,V02A,61.1,3.4,
C08C,V02A,65.9,4.5,
C08A,V02B,36,3.6,
C08B,V02B,38.9,3.4,
C08C,V02B,34.1,4.5,
C08A,V02C,17.3,4.6,
C08B,V02C,18.7,5.1,
C08C,V02C,19.5,6.2,*
C08A,V02D,19.1,5.8,*
C08B,V02D,16.6,4.9,
C08C,V02D,10,4.8,*
C08A,V02E,23.1,5.5,
C08B,V02E,24.9,5.2,
C08C,V02E,32.9,7,
C08A,V02F,40.5,6.6,
C08B,V02F,39.8,6.5,
C08C,V02F,37.7,6.9,
C08A,V03A,46.9,3.2,
C08B,V03A,44.9,4.6,
C08C,V03A,50.1,4.6,
C08A,V03B,82.4,2.5,
C08B,V03B,82,2.9,
C08C,V03B,85.7,3,
C08A,V03C,31.8,3.2,
C08B,V03C,29.3,3.6,
C08C,V03C,31.8,3.6,
C08A,V04A,18.7,2.7,
C08B,V04A,14.1,2.6,
C08C,V04A,16.6,3,
C08A,V04B,3.1,1.8,**
C08B,V04B,2.1,1.1,**
C08C,V04B,3.2,1.3,*
C08A,V04C,3.9,1.3,*
C08B,V04C,5.1,1.3,
C08C,V04C,4,2,*
C08A,V04D,74.3,3,
C08B,V04D,78.7,3,
C08C,V04D,76.3,3.2,
C08A,V05A,61,3.8,
C08B,V05A,56.4,4.3,
C08C,V05A,70.3,4.1,
C08A,V05B,4.6,1.5,*
C08B,V05B,6,1.9,*
C08C,V05B,5.2,1.8,*
C08A,V05C,3.5,1.1,*
C08B,V05C,6.3,1.7,
C08C,V05C,5.3,1.8,*
C08A,V05D,30.9,3.1,
C08B,V05D,31.3,4,
C08C,V05D,19.3,3.5,
C08A,V06A,25.6,2.8,
C08B,V06A,25.8,3.3,
C08C,V06A,35,4,
C08A,V06B,6,1.9,*
C08B,V06B,6.1,1.8,
C08C,V06B,7.7,2.5,*
C08A,V06C,4.6,1.4,
C08B,V06C,5.8,2,*
C08C,V06C,6.6,2.3,*
C08A,V06D,63.7,3.2,
C08B,V06D,62.3,4,
C08C,V06D,50.8,4.5,
C08A,V07A,8.1,1.9,
C08B,V07A,5.2,1.6,*
C08C,V07A,2.9,1.3,*
C08A,V07B,1.1,0.8,**
C08B,V07B,1.6,0.9,**
C08C,V07B,1.4,0.9,**
C08A,V07C,3.2,1.4,*
C08B,V07C,2.3,1,*
C08C,V07C,2,1.3,**
C08A,V07D,87.6,2.3,
C08B,V07D,90.9,2.1,
C08C,V07D,93.6,1.9,
C08A,V08A,8.7,1.7,
C08B,V08A,3.5,1.2,*
C08C,V08A,2.7,1.4,**
C08A,V08B,3.1,1.2,*
C08B,V08B,1.7,0.9,**
C08C,V08B,0.9,0.9,***
C08A,V08C,4.4,1.3,*
C08B,V08C,3.3,1.4,*
C08C,V08C,2.3,1.1,*
C08A,V08D,83.9,2.2,
C08B,V08D,91.6,2.1,
C08C,V08D,94.1,1.9,
C08A,V09A,14.6,2.3,
C08B,V09A,10.1,1.8,
C08C,V09A,7.5,2.1,
C08A,V09B,3.1,1.2,*
C08B,V09B,1.9,0.8,*
C08C,V09B,2.1,1.2,**
C08A,V09C,5.3,1.8,*
C08B,V09C,6.2,2,*
C08C,V09C,3.8,1.5,*
C08A,V09D,77,3,
C08B,V09D,81.9,2.8,
C08C,V09D,86.6,2.4,
C08A,V10A,8.7,2,
C08B,V10A,7.3,2,
C08C,V10A,8.4,2.2,
C08A,V10B,3.4,1.5,*
C08B,V10B,2.5,1,*
C08C,V10B,3.3,1.8,**
C08A,V10C,6.2,1.6,
C08B,V10C,4.9,1.8,*
C08C,V10C,5.4,1.7,*
C08A,V10D,81.8,2.8,
C08B,V10D,85.3,2.7,
C08C,V10D,83,2.8,
C08A,V11A,32.9,3.6,
C08B,V11A,30.7,3.4,
C08C,V11A,42.5,4.5,
C08A,V11B,5.4,2.9,**
C08B,V11B,3.8,2.5,**
C08C,V11B,1.7,1.6,**
C08A,V11C,6.4,2.7,*
C08B,V11C,9.3,4.1,*
C08C,V11C,5.6,3.2,**
C08A,V11D,37.3,5.7,
C08B,V11D,33.1,5.4,
C08C,V11D,39.4,7.4,
C08A,V11E,50.9,6,
C08B,V11E,53.9,5.6,
C08C,V11E,53.3,7.4,
C08A,V12A,33.9,3.9,
C08B,V12A,42,3.8,
C08C,V12A,48.8,5,
C08A,V12B,7.6,3.9,**
C08B,V12B,5.9,2.8,*
C08C,V12B,3,2.2,**
C08A,V12C,7.3,3.5,*
C08B,V12C,8.9,4.5,**
C08C,V12C,6.6,3.4,**
C08A,V12D,29.5,5.4,
C08B,V12D,24.5,4.8,
C08C,V12D,30,5.6,
C08A,V12E,55.6,6.3,
C08B,V12E,60.8,5.6,
C08C,V12E,60.4,6.2,
C08A,V13A,43.8,3.6,
C08B,V13A,44.8,3.9,
C08C,V13A,52.4,3.8,
C08A,V13B,5.4,3,**
C08B,V13B,2.3,1.7,**
C08C,V13B,2.1,1.4,**
C08A,V13C,6.8,2.5,*
C08B,V13C,8.6,3.4,*
C08C,V13C,3.8,2,**
C08A,V13D,35.5,5.4,
C08B,V13D,34.6,4.8,
C08C,V13D,30.7,5.4,
C08A,V13E,52.2,5.3,
C08B,V13E,54.4,4.8,
C08C,V13E,63.5,4.9,
C08A,V14A,36.9,3.2,
C08B,V14A,37.8,3.8,
C08C,V14A,55.7,4.6,
C08A,V14B,3.4,2.5,**
C08B,V14B,2.6,1.2,*
C08C,V14B,1.3,1.2,**
C08A,V14C,5.3,2.8,**
C08B,V14C,4.3,2.2,**
C08C,V14C,3.7,1.9,**
C08A,V14D,34.4,5,
C08B,V14D,29.9,4.5,
C08C,V14D,33.8,4.7,
C08A,V14E,56.9,5.4,
C08B,V14E,63.2,5,
C08C,V14E,61.2,5,
C08A,V15A,31,3.5,
C08B,V15A,29.3,3.7,
C08C,V15A,42.2,4.1,
C08A,V15B,5.3,2.7,**
C08B,V15B,4.7,2.4,**
C08C,V15B,4.2,3.1,**
C08A,V15C,4.9,2.7,**
C08B,V15C,5.8,3.2,**
C08C,V15C,2.9,1.8,**
C08A,V15D,27.9,5.8,
C08B,V15D,32.3,6,
C08C,V15D,31.4,6.7,
C08A,V15E,62,6.6,
C08B,V15E,57.2,6.2,
C08C,V15E,61.5,6,
C08A,V16A,45.3,3.3,
C08B,V16A,48.2,3.9,
C08C,V16A,57.7,4.4,
C08A,V16B,3.6,2,**
C08B,V16B,3.9,2.2,**
C08C,V16B,4.1,2.6,**
C08A,V16C,7.6,3.5,*
C08B,V16C,5.6,2.4,*
C08C,V16C,5.8,3.1,**
C08A,V16D,29,4.9,
C08B,V16D,32.4,4.3,
C08C,V16D,26,4.6,
C08A,V16E,59.8,4.9,
C08B,V16E,58.1,4.6,
C08C,V16E,64.1,5.5,
C08A,V17A,61.5,3.8,
C08B,V17A,68.4,3.1,
C08C,V17A,74.9,3.8,
C08A,V17B,20.4,3.6,
C08B,V17B,17.9,3.4,
C08C,V17B,18.7,4.2,
C08A,V17C,14.3,3.3,
C08B,V17C,12.1,2.6,
C08C,V17C,14.7,3.5,
C08A,V17D,29.8,3.9,
C08B,V17D,35.1,4,
C08C,V17D,30,4.8,
C08A,V17E,35.5,3.6,
C08B,V17E,34.8,4.3,
C08C,V17E,36.6,5.1,
C08A,V18A,50,3.5,
C08B,V18A,56.6,3.5,
C08C,V18A,64.7,4,
C08A,V18B,61.2,5.2,
C08B,V18B,66,4.5,
C08C,V18B,64.6,5.6,
C08A,V18C,11.4,3.1,
C08B,V18C,10.6,3.1,
C08C,V18C,12.5,4.5,*
C08A,V18D,18.7,4.2,
C08B,V18D,16.8,3.4,
C08C,V18D,18.9,4.3,
C08A,V18E,8.7,2.6,
C08B,V18E,6.6,2.9,*
C08C,V18E,4,1.9,*
C08A,V19A,29.2,3.4,
C08B,V19A,31,3.1,
C08C,V19A,29.8,3.3,
C08A,V19B,43.8,5.1,
C08B,V19B,41.7,6.8,
C08C,V19B,33.2,7.7,
C08A,V19C,16.5,4.9,
C08B,V19C,16.1,4.6,
C08C,V19C,16.2,6.5,*
C08A,V19D,22.7,5.4,
C08B,V19D,25.1,6.8,
C08C,V19D,28.2,6.9,
C08A,V19E,17,4.6,
C08B,V19E,17,4.9,
C08C,V19E,22.3,5.9,
C08A,V20A,5.3,1.5,
C08B,V20A,4.3,1.4,*
C08C,V20A,4.1,1.7,*
C08A,V20B,25.4,17.8,**
C08B,V20B,43.7,18.1,*
C08C,V20B,36,18.1,**
C08A,V20C,S,,
C08B,V20C,S,,
C08C,V20C,S,,
C08A,V20D,19.5,16.5,**
C08B,V20D,28.5,16.2,**
C08C,V20D,24.1,16.9,**
C08A,V20E,46,16.9,*
C08B,V20E,24.3,14.3,**
C08C,V20E,28.9,19.2,**
C08A,V21A,24.5,3.1,
C08B,V21A,24.5,3.1,
C08C,V21A,28.1,3.4,
C08A,V21B,27.8,5.9,
C08B,V21B,32.3,6,
C08C,V21B,28.4,7.4,
C08A,V21C,10.2,4.1,*
C08B,V21C,14.1,6.3,*
C08C,V21C,17.8,6.8,*
C08A,V21D,29.1,6.5,
C08B,V21D,21.9,6,
C08C,V21D,27.7,7,
C08A,V21E,32.9,5.9,
C08B,V21E,31.6,7.3,
C08C,V21E,26.1,8.4,*
C08A,V22A,21.3,3.3,
C08B,V22A,22.7,3.1,
C08C,V22A,23.7,3,
C08A,V22B,9.7,5.1,**
C08B,V22B,8.5,4,*
C08C,V22B,11.4,6.2,**
C08A,V22C,9.7,5.2,**
C08B,V22C,9.4,5.9,**
C08C,V22C,3.6,3.7,***
C08A,V22D,18.7,5.3,
C08B,V22D,23.8,7.2,*
C08C,V22D,20.7,7.4,*
C08A,V22E,61.9,7.2,
C08B,V22E,58.2,7.7,
C08C,V22E,64.2,9.8,
C09A,V00T,67.6,2.4,
C09B,V00T,32.4,2.4,
C09C,V00T,8.5,1.8,
C09D,V00T,25.3,2,
C09E,V00T,66.3,2.2,
C09A,V01A,90.5,1.7,
C09B,V01A,69.2,3.7,
C09C,V01A,72.5,9.4,
C09D,V01A,77,4.2,
C09E,V01A,87.5,1.8,
C09A,V01B,9.5,1.7,
C09B,V01B,30.8,3.7,
C09C,V01B,27.5,9.4,*
C09D,V01B,23,4.2,
C09E,V01B,12.5,1.8,
C09A,V01C,19.5,7.1,*
C09B,V01C,40.3,8,
C09C,V01C,44,21.1,*
C09D,V01C,26.6,7,
C09E,V01C,32.8,8.1,
C09A,V01D,28.7,8.1,
C09B,V01D,21.3,7.3,*
C09C,V01D,28.3,18,**
C09D,V01D,26.8,9.6,*
C09E,V01D,21.2,7,*
C09A,V01E,51.8,9.4,
C09B,V01E,38.4,9,
C09C,V01E,27.7,21.2,**
C09D,V01E,46.5,10.2,
C09E,V01E,46,7.8,
C09A,V02A,71.3,2.7,
C09B,V02A,47,3.7,
C09C,V02A,56.5,10.8,
C09D,V02A,56.1,4.4,
C09E,V02A,67,2.6,
C09A,V02B,28.7,2.7,
C09B,V02B,53,3.7,
C09C,V02B,43.5,10.8,
C09D,V02B,43.9,4.4,
C09E,V02B,33,2.6,
C09A,V02C,23.2,4.1,
C09B,V02C,13,4.9,*
C09C,V02C,11.7,12.5,***
C09D,V02C,16.1,6,*
C09E,V02C,20.7,3.3,
C09A,V02D,9.4,3.7,*
C09B,V02D,23.3,5.3,
C09C,V02D,32.2,15.5,*
C09D,V02D,15.8,5,*
C09E,V02D,13.4,3.7,
C09A,V02E,28.8,4.1,
C09B,V02E,23.2,5,
C09C,V02E,20.3,14.3,**
C09D,V02E,27.8,6.3,
C09E,V02E,26.2,4.1,
C09A,V02F,38.6,5.8,
C09B,V02F,40.5,5.8,
C09C,V02F,35.8,14.8,*
C09D,V02F,40.3,7.6,
C09E,V02F,39.7,4.5,
C09A,V03A,51.6,2.7,
C09B,V03A,37,4.2,
C09C,V03A,40.6,9.3,
C09D,V03A,38.8,4.6,
C09E,V03A,50.8,2.8,
C09A,V03B,87.2,1.9,
C09B,V03B,74.3,3.3,
C09C,V03B,73.9,10.2,
C09D,V03B,78.4,3.9,
C09E,V03B,86,1.6,
C09A,V03C,34.2,2.5,
C09B,V03C,23.9,3.5,
C09C,V03C,28.4,9.3,*
C09D,V03C,25.6,4.1,
C09E,V03C,33.2,2.5,
C09A,V04A,17.5,1.8,
C09B,V04A,14.5,3,
C09C,V04A,12.7,6.2,*
C09D,V04A,17.7,3.8,
C09E,V04A,16.6,1.8,
C09A,V04B,2.3,1,*
C09B,V04B,3.5,1.6,*
C09C,V04B,S,,
C09D,V04B,3.6,2.4,**
C09E,V04B,2.4,0.8,*
C09A,V04C,3.6,0.9,
C09B,V04C,5.9,1.9,*
C09C,V04C,6.3,5.1,**
C09D,V04C,4.7,1.8,*
C09E,V04C,3.9,0.9,
C09A,V04D,76.6,2,
C09B,V04D,76.2,3.2,
C09C,V04D,78,8.3,
C09D,V04D,74,4.1,
C09E,V04D,77.1,1.9,
C09A,V05A,64.3,2.8,
C09B,V05A,55.8,4.2,
C09C,V05A,49.6,11.7,
C09D,V05A,61.7,4.4,
C09E,V05A,63,2.5,
C09A,V05B,5.1,1.1,
C09B,V05B,5.6,1.9,*
C09C,V05B,10.4,6.6,**
C09D,V05B,3.2,1.8,**
C09E,V05B,5.4,1.1,
C09A,V05C,3.9,0.9,
C09B,V05C,7.1,2,
C09C,V05C,5.5,3.7,**
C09D,V05C,3.8,1.9,*
C09E,V05C,5.3,1,
C09A,V05D,26.7,2.5,
C09B,V05D,31.5,3.5,
C09C,V05D,34.5,10.5,*
C09D,V05D,31.2,4,
C09E,V05D,26.3,2.1,
C09A,V06A,28,2.5,
C09B,V06A,27.9,3.7,
C09C,V06A,21.4,7.3,*
C09D,V06A,31.8,4.4,
C09E,V06A,27.3,2.2,
C09A,V06B,5.9,1.3,
C09B,V06B,7.6,2.3,
C09C,V06B,8.9,5.2,**
C09D,V06B,7.4,2.5,*
C09E,V06B,5.8,1.2,
C09A,V06C,5.4,1.2,
C09B,V06C,5.8,2,*
C09C,V06C,9.2,5.3,**
C09D,V06C,4.8,2,*
C09E,V06C,5.4,1.2,
C09A,V06D,60.7,2.6,
C09B,V06D,58.7,4.1,
C09C,V06D,60.5,9.6,
C09D,V06D,56,4.9,
C09E,V06D,61.6,2.6,
C09A,V07A,5.4,1.1,
C09B,V07A,6.6,2,*
C09C,V07A,11.6,6.4,**
C09D,V07A,5.9,2.1,*
C09E,V07A,5,1,
C09A,V07B,1.4,0.7,*
C09B,V07B,1.3,0.8,**
C09C,V07B,S,,
C09D,V07B,0.7,0.7,***
C09E,V07B,1.5,0.7,*
C09A,V07C,2.9,0.9,*
C09B,V07C,2,0.9,*
C09C,V07C,S,,
C09D,V07C,3.8,2.1,**
C09E,V07C,2.2,0.7,
C09A,V07D,90.4,1.6,
C09B,V07D,90,2.3,
C09C,V07D,84.3,6.8,
C09D,V07D,89.6,3,
C09E,V07D,91.3,1.3,
C09A,V08A,4.6,1.2,
C09B,V08A,7,1.8,
C09C,V08A,8.2,5.7,**
C09D,V08A,6.9,2.5,*
C09E,V08A,4.4,1.1,
C09A,V08B,1.9,0.8,*
C09B,V08B,2.2,1.2,**
C09C,V08B,6.1,4.5,**
C09D,V08B,1.7,1,**
C09E,V08B,1.6,0.6,*
C09A,V08C,3.7,1,
C09B,V08C,3,1.3,*
C09C,V08C,S,,
C09D,V08C,3.8,1.7,*
C09E,V08C,3.4,0.9,
C09A,V08D,89.9,1.5,
C09B,V08D,87.8,2.4,
C09C,V08D,82.8,8.4,
C09D,V08D,87.7,3.4,
C09E,V08D,90.6,1.3,
C09A,V09A,12.5,1.5,
C09B,V09A,8.8,2,
C09C,V09A,10.9,6.2,**
C09D,V09A,10.6,2.5,
C09E,V09A,11.6,1.5,
C09A,V09B,2.4,0.7,*
C09B,V09B,2.5,1,*
C09C,V09B,S,,
C09D,V09B,2.7,1.4,**
C09E,V09B,2.3,0.7,*
C09A,V09C,5.1,1.1,
C09B,V09C,5.7,2.2,*
C09C,V09C,5.6,5.1,**
C09D,V09C,6.2,2.7,*
C09E,V09C,4.8,1.1,
C09A,V09D,80.1,1.9,
C09B,V09D,83.1,3,
C09C,V09D,81,8.7,
C09D,V09D,80.5,3.7,
C09E,V09D,81.3,1.8,
C09A,V10A,7.6,1.5,
C09B,V10A,9.3,2.3,
C09C,V10A,10.2,5.4,**
C09D,V10A,11.8,2.9,
C09E,V10A,6.4,1.2,
C09A,V10B,3.5,1,*
C09B,V10B,2.1,1.3,**
C09C,V10B,S,,
C09D,V10B,4.4,2.1,*
C09E,V10B,2.6,0.9,*
C09A,V10C,5.6,1.3,
C09B,V10C,5.3,2,*
C09C,V10C,7.2,5.3,**
C09D,V10C,5.3,1.7,*
C09E,V10C,5.4,1,
C09A,V10D,83.3,2.1,
C09B,V10D,83.3,3.3,
C09C,V10D,79.9,7.3,
C09D,V10D,78.5,3.9,
C09E,V10D,85.6,1.6,
C09A,V11A,37.9,2.7,
C09B,V11A,26.9,3.7,
C09C,V11A,26.1,8.3,*
C09D,V11A,31.3,4.6,
C09E,V11A,36.6,2.6,
C09A,V11B,3.2,1.8,**
C09B,V11B,5.5,3.4,**
C09C,V11B,S,,
C09D,V11B,3.5,2.6,**
C09E,V11B,3,1.2,*
C09A,V11C,7.1,2.3,*
C09B,V11C,7,4.4,**
C09C,V11C,S,,
C09D,V11C,7,4.4,**
C09E,V11C,7,2.1,*
C09A,V11D,36.3,3.5,
C09B,V11D,37.2,6.8,
C09C,V11D,29.7,18.1,**
C09D,V11D,41.8,8,
C09E,V11D,35.4,3.7,
C09A,V11E,53.4,4.2,
C09B,V11E,50.4,7.3,
C09C,V11E,48.2,17.1,*
C09D,V11E,47.7,8.3,
C09E,V11E,54.6,4,
C09A,V12A,41.2,2.8,
C09B,V12A,38.9,4.1,
C09C,V12A,38.5,10.6,
C09D,V12A,43.3,5.4,
C09E,V12A,39.6,2.7,
C09A,V12B,5.7,2.6,*
C09B,V12B,5.4,2.9,**
C09C,V12B,S,,
C09D,V12B,6.1,3.4,**
C09E,V12B,4.8,1.7,*
C09A,V12C,6.9,2.7,*
C09B,V12C,9.5,4.3,*
C09C,V12C,11.7,10.4,**
C09D,V12C,8.8,5,**
C09E,V12C,6.8,2.5,*
C09A,V12D,28.2,3.9,
C09B,V12D,26.6,5.7,
C09C,V12D,20,11,**
C09D,V12D,27.1,6.9,
C09E,V12D,28.9,4.1,
C09A,V12E,59.2,4.9,
C09B,V12E,58.5,6,
C09C,V12E,57.9,15.5,
C09D,V12E,58,8.2,
C09E,V12E,59.5,4.4,
C09A,V13A,47.7,2.6,
C09B,V13A,43.1,3.9,
C09C,V13A,38.1,8,
C09D,V13A,48.6,5,
C09E,V13A,46.3,2.3,
C09A,V13B,3,1.6,**
C09B,V13B,4.4,2.2,**
C09C,V13B,S,,
C09D,V13B,6,3.6,**
C09E,V13B,2.8,1.4,*
C09A,V13C,7.1,2.5,*
C09B,V13C,5.7,2.3,*
C09C,V13C,S,,
C09D,V13C,5.7,2.9,**
C09E,V13C,7.3,2.5,*
C09A,V13D,32.7,3.4,
C09B,V13D,37,6.1,
C09C,V13D,31.2,13.9,*
C09D,V13D,38.5,5.3,
C09E,V13D,32.3,3.5,
C09A,V13E,57.3,3.4,
C09B,V13E,52.9,6.7,
C09C,V13E,64.5,15.1,
C09D,V13E,49.8,5.5,
C09E,V13E,57.7,3.3,
C09A,V14A,44.5,2.7,
C09B,V14A,35.8,3.8,
C09C,V14A,23.8,8.1,*
C09D,V14A,43.1,4.7,
C09E,V14A,43.5,2.8,
C09A,V14B,2.7,1.3,*
C09B,V14B,1.9,2.1,***
C09C,V14B,S,,
C09D,V14B,2.2,2.4,***
C09E,V14B,2.6,1.2,*
C09A,V14C,4.7,1.5,*
C09B,V14C,3.9,2.4,**
C09C,V14C,S,,
C09D,V14C,5.1,3.1,**
C09E,V14C,3.9,1.4,*
C09A,V14D,33,2.9,
C09B,V14D,32,6,
C09C,V14D,21.7,13.8,**
C09D,V14D,35.5,6.4,
C09E,V14D,32.5,3,
C09A,V14E,59.6,3.5,
C09B,V14E,62.3,5.9,
C09C,V14E,68,14.1,
C09D,V14E,57.2,6.3,
C09E,V14E,61.1,3.5,
C09A,V15A,35.2,2.8,
C09B,V15A,28.6,3.4,
C09C,V15A,22.3,9.3,*
C09D,V15A,33.2,4,
C09E,V15A,34.4,2.7,
C09A,V15B,5.5,1.9,*
C09B,V15B,2.8,2.3,**
C09C,V15B,S,,
C09D,V15B,3.2,2.6,**
C09E,V15B,5,2.1,*
C09A,V15C,3.6,1.4,*
C09B,V15C,7,3.8,**
C09C,V15C,S,,
C09D,V15C,6.4,4.2,**
C09E,V15C,4.2,1.6,*
C09A,V15D,31.4,4,
C09B,V15D,27.7,5.3,
C09C,V15D,42.5,20.8,*
C09D,V15D,33.5,7.2,
C09E,V15D,28.3,3.8,
C09A,V15E,59.4,4.3,
C09B,V15E,62.4,6.4,
C09C,V15E,49,23.4,*
C09D,V15E,56.9,7.6,
C09E,V15E,62.5,4.1,
C09A,V16A,49.5,2.7,
C09B,V16A,49.1,4.3,
C09C,V16A,49.6,9.1,
