,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
715,http://www.armslist.com/posts/5195715,For Sale/Trade:  smith &wesson bodyguard,"north branford, New Haven, Connecticut",$ 275,"Listed On: Sunday, February 21, 2016",Handguns,Smith & Wesson                                                                                ,380 ACP                                                                                ,Double Action                                                                                ,Pistol,smith &wesson bodyguard 380 cal  comes with 2 mags 1 -6 round 1 -10 round red crimson tracer    laser  talon grips soft case   sw box  . ct permit holders  .local sales only
716,http://www.armslist.com/posts/5195716,"For Sale/Trade:  S&W 638, G10 grips, ammo, speed loaders","GOLDSBORO/Wilson, Raleigh / Durham / CH, North Carolina",$ 400,"Listed On: Sunday, February 21, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"New S&W 638 .38spl revolver, rated for +p ammo.  Comes with factory boot grips, Hogue G10 boot grips, 2 speed strips,  2 speed loaders,  1-20 round box of Speer 135 gr +p hollow points, 1-50 round box of Remington 125 gr +p hollow points, and factory box. Gun has shrouded hammer to allow for single or double action firing"
719,http://www.armslist.com/posts/5195719,For Sale:  PS90 CMMG barrel NIB,"NW, Oklahoma City, Oklahoma",$ 240,"Listed On: Sunday, February 21, 2016",NFA,no type,no type,no type,no type,"I believe I paid about  $260 for this barrel, no reasonable offer refused. I also have brand new PS90 magazines and 12 boxes of 5.7.28  as well. No trades, cash only. REDACTED"
724,http://www.armslist.com/posts/5195724,For Sale:  S&W M&P Compact Magazine Spacers,"Parker, Denver, Colorado",$ 12,"Listed On: Thursday, June 16, 2016",Magazines,no type,no type,no type,no type,I have 2 new A&G magazine spacers for the M&P Compact .9mm or .40. These slip on full size M&P magazines so you can use them in the Compact. Not for Shield. $12ea.
725,http://www.armslist.com/posts/5195725,For Sale:  pre 64 30/30 winchester,"north reading ,Mass, Massachusetts, United States",$ 500,"Listed On: Sunday, February 21, 2016",Rifles,Winchester                                                                                ,30-30 Winchester                                                                                ,Lever Action                                                                                ,Rifle,im looking for 30/30 winchester lever action PRE 64 only mint for sale i have new unfired stainless shotgun plus cash in trade for the right weapon
727,http://www.armslist.com/posts/5195727,For Sale/Trade:  OD Keltec KSG with lots of extras,"Edmond, Oklahoma City, Oklahoma","$ 1,100","Listed On: Sunday, February 21, 2016",Shotguns,Kel-Tec                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Excellent condition OD Keltec KSG with OD magpul flip up sights, OD Magpul grip, Magpul MS1 sling, Burris Fast Fire 3 red dot, Tandemkross ""Beast"" compensator. Gun has been to the range one time. Open to all trade offers"
728,http://www.armslist.com/posts/5195728,For Sale:  FN PS90 50rd magazines.,"NW, Oklahoma City, Oklahoma",$ 60,"Listed On: Sunday, February 21, 2016",Magazines,no type,no type,no type,no type,"Magazines are new genuine FN magazines. One is loaded with the FN boxed bullets loaded with Hornady projectiles. $60 takes em both, $80 for both with the extra 50rds. I have more ammunition listed for sale in this caliber and a CMMG short barrel . I planned to SBR rifle but have discovered some health issues."
729,http://www.armslist.com/posts/5195729,For Sale/Trade:  45 XD,"Bixby, Tulsa, Oklahoma",$ 450,"Listed On: Sunday, February 21, 2016",Handguns,Springfield                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,"Springfield XD Full Size 45acp.  Very nice to shoot.  Comes with 2 mags (1 ext 10rnd,  1 10rnd), mag loader, mag holster, belt holster.  Looking to sell $450.00 or trade for 357 revolver.  Also have 550 rounds of 45acp brass fmj freedom munitions reman ammo for sale, .25 cents per round.   Must be legal to purchase a weapon. I'm  Not making just looking to change handguns.Email if interested.  Make me Offer"
731,http://www.armslist.com/posts/5195731,For Sale:    TC   25 06  barrel only,"mcminnville, Cookeville, Tennessee",$ 325,"Listed On: Sunday, February 21, 2016",Rifles,Thompson Center                                                                                ,25-06 Remington                                                                                ,Single Shot                                                                                ,Rifle,"SS BB ENCORE( Barrel only) shot about 40 times,hit dime size dot at 220 yds off the bench.have about 100 rds of ammo that goes with it.only reason for selling is bought 243 in same barrel so my wife and i can shoot the same ammo(.txt. REDACTED) dont ship"
733,http://www.armslist.com/posts/5195733,For Sale:  7.62x54R,"Butler, Pittsburgh, Pennsylvania",$ 4,"Listed On: Sunday, February 21, 2016",Ammo,no type,no type,no type,no type,I have 30 - 20 rd boxes of 203 grain hunting ammo. $4.25 per box or all 30 for $120. Cash.
735,http://www.armslist.com/posts/5195735,For Sale:  Spingfield XDm 9MM,"Byron, Flint, Michigan",$ 400,"Listed On: Monday, March 7, 2016",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"Everything listed is in excellent condition and comes with an extra magazine. If you still see the listing, it's still available! Approximately 500 rounds through it and I am the original owner with a receipt from Guns Galore. Please have your CPL and I would ask you to send your info to me so I can fill out the MSP form 60 prior to the sale. I will validate your drivers license and CPL expiration date prior to any sale. Please enough with the low ball offers and I don't want to trade for anything. If you're seriously looking for a good pistol, contact me. Thanks for looking!4.5"" Barrel7.6"" Overall"
736,http://www.armslist.com/posts/5195736,For Sale:  Walther 380,"Triad, Winston Salem, North Carolina",$ 300,"Listed On: Sunday, February 21, 2016",Handguns,Walther                                                                                ,380 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"I am selling my Walther PK 380 which is in excellent condition. One box of rounds fired. Box, paperwork, mags included. Selling to fund bolt gun purchase. FTF only. All laws apply."
738,http://www.armslist.com/posts/5195738,For Sale:  Colt defense factory magazines,"St. Petersburg, Tampa/St. Pete, Florida",$ 90,"Listed On: Friday, February 26, 2016",Magazines,no type,no type,no type,no type,Up for sale are 9 Colt defense factory magazines 223/5.56...Two 30rd and seven 20rd magazines.
741,http://www.armslist.com/posts/5195741,"For Sale:  wanted compact 9,,","Chelsea, Birmingham, Alabama",$ 350,"Listed On: Sunday, February 21, 2016",Handguns,no type,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Looking to buy compact 9mm reasonably priced. prefer style of S W Shield, Sig, etc. Must be 9mm, thanks."
743,http://www.armslist.com/posts/5195743,Want To Buy:  .270 hunting rifle,"Near butler, IN, Fort Wayne, Indiana",Offer,"Listed On: Sunday, February 21, 2016",Rifles,no type,no type,Bolt Action                                                                                ,Rifle,"I am looking for a cheap backup rifle that I can take out and not care if it gets beat up. Looking for anything in the .270, .308, or 7mm. Cheap is the word, I've already got my $2000 gun"
745,http://www.armslist.com/posts/5195745,Want To Buy:  Egypt ak 47,"West knox, Knoxville, Tennessee",Offer,"Listed On: Sunday, February 21, 2016",Gun,no type,no type,no type,no type,I need wood furniture for Egpt ak 47 call REDACTED
747,http://www.armslist.com/posts/5195747,For Sale/Trade:  Smith & Wesson SD9VE 9mm with 2 mags and box,"Maryville, Knoxville, Tennessee",$ 325,"Listed On: Friday, February 26, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,Super clean and ready to carry or hit the range. REDACTED
748,http://www.armslist.com/posts/5195748,For Sale/Trade:  10/22 Soft Rifle Case,"Goshen/Loveland, Cincinnati, Ohio",$ 20,"Listed On: Tuesday, March 8, 2016",Holsters,no type,no type,no type,no type,"Selling a new rifle case I bought for my daughters 10/22 for Christmas but she want a muddy girl camo case instead. It has never been used, is in perfect condition."
749,http://www.armslist.com/posts/5195749,For Sale:  223 Wylde Texas Flag AR15 Semi Auto (New) Rifle,"Dallas, Dallas, Texas","$ 1,500","Listed On: Sunday, February 21, 2016",Rifles,Rock River Arms                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"223 Wylde Texas Flag RRGUNS AR15 Semi Auto Rifle (New - Test Fired 5rds) - Texas Flag RRGUNS Match Upper/Lower Texas Flag (Titanium Color) - Hogue Overmold Grip - Yankee Hill Free Float Handguard with Rail Covers - Strike Industries Upgraded Dust Cover - Seekins Precision Upgraded Mag Release - Burris Fullfield EPlex Ballistic Reticle 3x9(New) - LuthAR Stock - 2 Magpul PMaps (30 Rds) - 5lb Trigger - Upgrade Lower Parts (Rock River) - 16in Match Barrel 1-8 Twist Bear Claw Fluted - BCM Gunfighter Extended Latch Charging Handle - Soft Gun Case (New) - TRADES CONSIDERED: Hunting Vehicles - High End 12ga/20ga Shotguns - Glock (41) - SCAR 17 Rifle - IWI Tavor - Bolt Action Rifles 338L - Individual Sale - Check UniversalGunSolutions.com for my other personal inventory.-----Cost Breakdown-----.....Build it Cheaper....556/223 RRGuns Texas Flag AR15 Semi Auto Rifle RRGuns Match Upper/Lower Texas Flag - $250.00Hogue Overmold Grip - $15.00Yankee Hill 15in Free Float Handguard - $125.00Radical Arms (BCG) Bolt (New) - $105.00BCM Extended Charging Handle - $40.00Strike Industries Upgraded Dust Cover - $10.00Seekins Presicion BCG Release - $15.00LuthAR Stock - $55.00GTEC Buffer Assembly - $35.00Strike Industries Gas Block/Gas Tube - $35.00Yankee Hill QD Upgraded Muzzle Break - $75.002 Magazines (20 Rds) - $20.00Rock River Lower Parts - $100.00RedX Arms Spiral Fluted Match 223 Wylde 16in Barrel - $160.00Burris E1 3x9 New Scope - $120.00Sub-Total - $1,160.00.00Shipping-Tax - $150.00FINAL Total - $1,310.00 Retail - $1,890.00Savings ($580.00) All my Personal Inventory is Guaranteed."
752,http://www.armslist.com/posts/5195752,For Sale:  Ruger mini 14 folder stainless,"macomb, Detroit, Michigan","$ 1,600","Listed On: Friday, April 8, 2016",Antique,no type,no type,no type,no type,"Original Ruger Mini 14 folder stainless,  very rare and collectible.Comes with original factory barrel heat shield and grip. comes with 8 clips 30 rounders, one which is not showedI DO NOT NEED HELP SELLINGcall or text REDACTED   $2200.00"
753,http://www.armslist.com/posts/5195753,Want To Buy:  Gen4 Glock 19 or 17,"Southwest, Kansas City, Kansas",Offer,"Listed On: Thursday, March 3, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Looking for a Gen4 Glock 19 or 17. Kansas resident with CCW, legal to own a firearm. Would prefer not to travel and have the deal face to face in the Johnson County area. Thank you."
754,http://www.armslist.com/posts/5195754,Want To Buy:  Sig Sauer M400 Lower Only,"27106, Winston Salem, North Carolina",Offer,"Listed On: Sunday, February 21, 2016",Rifles,Sig Sauer                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Want to buy a stripped or complete Sig Sauer M400 lower. Better the condition, better chance of buying. I dont need brand new. I dont want a broken or cracked lower. Cash in hand. NCCCWP holder with valid NCDL."
755,http://www.armslist.com/posts/5195755,Want To Buy:  ..,"74145, Tulsa, Oklahoma",$ 1,"Listed On: Sunday, February 21, 2016",Rifles,no type,no type,no type,no type,....
758,http://www.armslist.com/posts/5195758,For Trade:  Glock 17 gen 3 w/night sights,"NE ALB, Albuquerque, New Mexico",Offer,"Listed On: Sunday, February 21, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Glock 17 gen3 with 500rds through and 2 year old Glock OEM night sights, OEM 3.5 trigger bar, rubber texture Talon grips that are easily removed without residue if undesired.  Comes with box and three mags.  Very minor holster wear as seen in pictures.  Shoots fantastic.  Always cleaned and lubed after firing.Want to trade for Equal condition Russian SKS, Glock 19, Glock 21SF or Glock 30S.  Possible other trades but pretty set on those four.  NOT FOR SALE."
759,http://www.armslist.com/posts/5195759,For Sale/Trade:  Ruger 10/22 takedown NRA special Edition,"Northern KY, Cincinnati, Ohio",$ 300,"Listed On: Sunday, February 21, 2016",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,Looking to sell or trade my NRA 10/22. Only 50 rounds through it. Comes with everything it came with new. Looking to sell or trade for another 10/22 NON TAKEDOWN. Thought i would like this feature (and od course supporting the NRA) but id rather have the non takedown version. Text REDACTED for pictures
760,http://www.armslist.com/posts/5195760,For Sale:  Leupold VX-1 3-9x40,"East, Missoula, Montana",$ 175,"Listed On: Sunday, February 21, 2016",Optics,no type,no type,no type,no type,"This scope was purchased new for a project. It was mounted but never used. I have sold the rifle and no longer need the scope. Like new condition with flip up scope caps, factory box with paperwork and Med. Burris Zee rings. Model # is 113874. Matt finish Duplex reticle.No traded please."
762,http://www.armslist.com/posts/5195762,Want To Buy:  WTB 40 s&w AMMO,"Augusta, Wichita, Kansas",Offer,"Listed On: Sunday, February 21, 2016",Ammo,no type,no type,no type,no type,"Hollow points, and ball, by the case is better"
763,http://www.armslist.com/posts/5195763,For Sale:  PPU 168 grain match ammo,"Littleton, Denver, Colorado",$ 320,"Listed On: Sunday, February 21, 2016",Ammo,no type,no type,no type,no type,PPU 168 grain bthp ammo for sale. I have 18 twenty round boxes. I am looking for $320 ftf in the metro area. I would consider trading for a S&W M&P 15-22. Ammo can in pictures is not included.
766,http://www.armslist.com/posts/5195766,For Sale:  PSA AR-15 stainless steel barrel,"44406, Akron, Ohio",$ 849,"Listed On: Sunday, February 21, 2016",Rifles,Palmetto State Armory                                                                                ,no type,Semi-automatic                                                                                ,Rifle,I have a complete PSA ar-15 rifle.   Its got a 16 in. 1/7 twist m4 profile stainless steel barrel.  15in.  Midwest industries free float handguard with kemod attachment system.  Full auto bolt carrier group.  Lower is Psa freedom lower.  Gun is in good shape with only about 300 rounds through it.  Does not come with the scope. Scope is Bushnell Ar optics 3x-12x and Nikon p-series rings. I could add it for a little extra if you want.  Feel free to call or text me @ REDACTED with any questions.  $849
767,http://www.armslist.com/posts/5195767,For Sale:  Glock 42 gen 4,"Johnson city, Tri-cities, Tennessee",$ 490,"Listed On: Sunday, February 21, 2016",Handguns,Glock                                                                                ,380 ACP                                                                                ,Striker Fire                                                                                ,Pistol,"Have a new glock 42 380cal gen 4 on shot 50 rounds through, one clip has perice extension hold one more round, the gun is in great condition and I bought it new like a week ago, comes with sticky holster and everything in the box, not looking for any trades just cash only!  Also have new box of hornady hollow points I'll throw in!Must have a TN, ID and be willing to sign a bill of sale! Thanks"
768,http://www.armslist.com/posts/5195768,For Sale:  FS/FT NEW Glock 43 w/ ammo,"Humble, Houston, Texas",$ 525,"Listed On: Sunday, February 21, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"I'm looking to sell or trade my brand new in the box glock 43. It comes with everything that is in the case, 2 mags, one has an extension, a speed loader and all the materials. Glock is new, never fired. I know some people say new even though it has 50 rounds, mine is brand new, no holster wear, flawless. I got it on impulse, but prefer a larger caliber. I'm looking to sell with about 75 rounds of ammo or trade for something else atleast $600 worth. Interested in AR lowers, eotech, aimpoint, trijicon, nice optics. Willing to add cash for the right thing. Cash I'm Looking for $525. Serious inquiries only, REDACTED"
769,http://www.armslist.com/posts/5195769,For Sale/Trade:  For Sale or trade,"East side, Colorado Springs, Colorado","$ 1,500","Listed On: Sunday, February 21, 2016",Vehicles,no type,no type,no type,no type,"200cc 6 speed. In great shape. , New exhaust, New top end. Starts right up and hauls ass. Ready to ride with 2016 stickers. $1300 obo . No payments, no bullshit please.Maybe interested in Possible trade for Guns and ammo and cash money! Let me know what you have! Thanks"
771,http://www.armslist.com/posts/5195771,"For Sale:  Browning Baby,25 cal,1965,hammerless,fully 100%+ master engraved by Flannery Engraving,& 24K gold plated,white Browning grips","indiana, Indiana, United States","$ 1,500","Listed On: Sunday, February 21, 2016",Handguns,Browning                                                                                ,25 ACP                                                                                ,no type,Pistol,"its a Browning Baby hammerless,thats a work of art showpiece,& one of a kind for sure & so tiny,it hides in palm of your hand.,& great for conceal carry,& in a purse,as a showoiece that shoots. 25 caliber,semi automatic,& fully 100%+engraved by Master engraver Jeff Flannery,made in Belgium in 1965 !! so its now 51 years old,& looks better than it did new !!with Browning white grips,& comes in a custom fitted Oak, heavy wood case,with place for 12 rounds. has one gold plated magazine. serial # 314363 a real collector piece for only $1500.firm + $35. shipping to your FFL dealer only"
773,http://www.armslist.com/posts/5195773,Want To Buy:  Want buy reloading press and equipment,"44406, Akron, Ohio","$ 9,999","Listed On: Friday, February 26, 2016",Reloading,no type,no type,no type,no type,I'm looking for a reloading press let me know what you have and how much. REDACTED
774,http://www.armslist.com/posts/5195774,For Sale:  SAR K2,"Plainfield/Central VT, Vermont, United States",$ 375,"Listed On: Friday, February 26, 2016",Handguns,no type,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Sarsilmaz K2. Based on the CZ-75, styling a bit like a Sig. 14-round capacity, .45 ACP, all-steel SA/DA handgun. Balanced, accurate, natural shooting, eats steel ammo all day long. This one has around 100 rounds through it, good condition. Four magazines, box of ammo, cable lock. $400 or best reasonable offer. Love this utilitarian gun, only selling to finance AR build.
I might be interested in a partial trade for optics/sights for the AR...
Must be able to legally own firearms in the state of VT, show ID, and be willing to sign bill of sale. Thanks for looking."
779,http://www.armslist.com/posts/5195779,For Sale:  Winchester Model 1300 12 gauge Pump,"Northwest of Milwaukee, Milwaukee, Wisconsin",$ 250,"Listed On: Saturday, March 5, 2016",Shotguns,Winchester                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"2 3/4"" and 3"", satin finish stock, blued 28"" barrel, screw in chokes: improved cylinder, modified, and full. I've owned it for 3 years and have never fired it. It's in imaculate condition, both the wood and metal. Price is firm. Please call REDACTED. Thank you,"
780,http://www.armslist.com/posts/5195780,For Sale:  Leupold Scope,"Holland, Grand Rapids, Michigan",$ 110,"Listed On: Sunday, February 21, 2016",Optics,no type,no type,no type,no type,"Leupold VX-1, 3x9x40 rifle scope.  Used but in good condition. Leupold unconditional lifetime warranty."
781,http://www.armslist.com/posts/5195781,For Sale/Trade:  Looking to trade for a inexpensive handgun,"North, Fort Wayne, Indiana",$ 150,"Listed On: Sunday, February 21, 2016",Miscellaneous,no type,no type,no type,no type,I have a few items I would like to trade for a handgun. Items are- Baldor 1/4 hp 1725 rpm industrial motor.Sony stereo receiverVintage Pioneer home stereo speakersTools and more.Email details and what you're interested in and I will get back to you. Thanks
783,http://www.armslist.com/posts/5195783,For Trade:  Smith Wesson Model 46,"west, Springfield, Missouri",Offer,"Listed On: Saturday, February 27, 2016",Handguns,Smith & Wesson                                                                                ,22 Long Rifle                                                                                ,Single Action                                                                                ,Pistol,Model 46 in good condition. 7 3/8 barrel. Only 2500 of these made. Very accurate. REDACTED
786,http://www.armslist.com/posts/5195786,For Sale:  Colt AR 15,"Gadsden, Gadsden, Alabama","$ 1,500","Listed On: Sunday, February 21, 2016",Rifles,Colt                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Like new Colt 6920 for sale. Comes with quad rail, vertical grip, original hand guard, 30 round pmag, removable carry handle, red dot scope with magnifier, flip up rear sights and sling. This gun has fired around 300 rounds. Work perfect with absolutely no issues. $1500.00 email for more contact info and detailed pics."
787,http://www.armslist.com/posts/5195787,For Sale:  458 Socom Semi Auto Rifle (New),"Dallas, Dallas, Texas","$ 1,500","Listed On: Sunday, February 21, 2016",Rifles,Rock River Arms                                                                                ,458 SOCOM                                                                                ,Semi-automatic                                                                                ,Rifle,"458 Socom RRGuns Texas Edition AR15 Semi Auto Rifle (New - Test Fired 5rds) - RRGuns Billet Lower/Tromix 458S Match Lower - BCG Gunfighter Extended Charging Handle - Hogue Grip - Seekings Precision Mag Release - 15in Yankee Hill Competition Free Float Handguard - 458S Tromix Muzzle Break - LuthAR Stock - 7Rd Magazines (2) - 5lb Trigger Upgrade (Rock River Lower Parts) - Tromix 16in Match Barrel 1/8 Twist Barrel (New) - Tromix Match 458S BCG (New) - New 35in Soft Gun Case (New) - TRADES CONSIDERED: Hunting Vehicles - High End 12ga Shotguns - Glock (41) - SCAR 17 Rifle - IWI Tavor - FN 5.7 Pistol - Bolt Action Rifles 338L - Individual Sale - Check UniversalGunSolutions.com for my other personal inventory. -----Cost Breakdown-----.....Build it Cheaper....      RRGuns Texas Logo Upper Upper - $145.00Tromix Arms Upper - $125.00Hogue Overmold Grip - $15.00Yankee Hill 15in Competition Free Float Handguard - $145.00Tromix Arms (BCG) Bolt (New) - $105.00Tromix 458S Match Barrel - $175.00BCM Extended Charging Handle - $40.00Seekins Presicion BCG Release - $15.00LuthAR Stock - $55.00Radical Arms Buffer Assembly - $65.00Tromix Arms Gas Block/Gas Tube - $35.00Tromix Arms Muzzle Break - $55.002 Magazines - $20.00Rock River Lower Parts - $100.00Sub-Total - $1,095.00.00Shipping-Tax - $150.00FINAL Total - $1,245.00Retail - $1,785.00Savings ($540.00)     All my Personal Inventory is Guaranteed."
789,http://www.armslist.com/posts/5195789,For Sale:  Ruger 10/22 with hammer forged target barrel,"south side, Houston, Texas",$ 400,"Listed On: Sunday, February 21, 2016",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"10/22, hammer forged target barrel, laminate stock, metal trigger assymblie, Shoots fine, needs to be cleaned up a bit, handling marks, couple spots of frecking, stock has some rub spots. South side of town. $400"
791,http://www.armslist.com/posts/5195791,For Sale:   holster in good shape,"Wilmington, Wilmington, North Carolina",$ 15,"Listed On: Sunday, February 21, 2016",Holsters,no type,no type,no type,no type,Good shape holster fits certain 9mm and .45.
792,http://www.armslist.com/posts/5195792,Want To Buy:  WTB GLOCK 19,"Augusta, Wichita, Kansas",Offer,"Listed On: Sunday, February 21, 2016",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire,no type,Gen 4 and nice
793,http://www.armslist.com/posts/5195793,For Sale:  Springfield Armory XD 45 gap,"Vandalia, Dayton, Ohio",$ 335,"Listed On: Friday, February 26, 2016",Handguns,Springfield                                                                                ,45 GAP                                                                                ,Single Action                                                                                ,Pistol,"I have a Springfield Xd 45 gap for sale, I think I've owned it for about 10yrs and probably shot 200 Rnds out of it. Please feel free to ask any questionsIf this listing is still ACTIVE yes it's still for sale, and if you want to offer a trade offer one, don't make me guess what you have. I would like to trade for Cash"
794,http://www.armslist.com/posts/5195794,For Trade:  Glock 19 gen 2,"Oldham, Louisville, Kentucky",Offer,"Listed On: Monday, March 7, 2016",Handguns,Glock                                                                                ,no type,Striker Fire                                                                                ,Pistol,"Glock 19 gen 2 with lightening cuts on the slide, 2 magpul mags."
795,http://www.armslist.com/posts/5195795,For Sale:  AR 15 DPMS Panther Rifle Oracle,"texas, Texas, United States",$ 600,"Listed On: Sunday, February 21, 2016",Rifles,DPMS                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"For Sale is a DPMS Panther Oracle Ar-15 with flip up sights, Quad Rail, and Foregrip with hidden Bi Pod. It is new unfired in the factory box. DPMS Panther Arms Tactical Rifles From tactical carbines for personal defense and law enforcement to modern sporting rifle applications, DPMS has a trustworthy reputation for producing affordable AR platforms"
798,http://www.armslist.com/posts/5195798,For Sale:  Nice 22 rifles semi-autos marlin 60's,"Rochester,Wa, Washington, United States",$ 140,"Listed On: Sunday, February 21, 2016",Rifles,Marlin                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"Great condition Marlin 60's semi-auto 22 rifles. One has leaf oak engraving on stock. Always cleaned after shooting, function great. REDACTED. $140 each."
799,http://www.armslist.com/posts/5195799,For Sale/Trade:  savage 11 lrh 300wsm,"Connelly Springs, Hickory / Lenoir, North Carolina",$ 850,"Listed On: Thursday, March 3, 2016",Rifles,Savage Arms                                                                                ,300 Winchester Short Magnum                                                                                ,Bolt Action                                                                                ,Rifle,"savage 11 long range hunter 300wsm accu-stock,accu-trigger,adjustable muzzle brake,leopold base and 30mm rings mint condition,fired app 50 rounds,100rnds of factory ammo 50 rnds once fired brass available at additional cost"
801,http://www.armslist.com/posts/5195801,For Sale:  Winchester 9422 xtr,"west, Springfield, Missouri","$ 1,000","Listed On: Sunday, February 21, 2016",Rifles,Winchester                                                                                ,22 Long Rifle                                                                                ,Lever Action                                                                                ,Rifle,Very Good Conditon. In original box. Checkered Stock. Collectible Condition. Will shoot 22 LR/L/S REDACTED
802,http://www.armslist.com/posts/5195802,For Sale/Trade:  S&W 4043   .40,"Georgetown Ky, Lexington, Kentucky",$ 400,"Listed On: Sunday, February 21, 2016",Handguns,Smith & Wesson                                                                                ,40 cal                                                                                ,Double Action                                                                                ,Pistol,"Ex police model, comes with 3 GI mags & partial box of hollow points. This model has the lightweight frame & stainless slide, & someone has spent a lot of time polishing to a mirror finish. Also has Trijcon night sights. Beautiful gun that shoots as good as it looks. Looks nicer in person. Asking $400 cash or possible trade for certain pistols. Will meet in Georgetown only! Text or call REDACTED. Thank you"
804,http://www.armslist.com/posts/5195804,For Sale/Trade:  1911,"House Springs, St. Louis, Missouri",$ 525,"Listed On: Sunday, February 21, 2016",Handguns,Springfield                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Springfield 4"""" Champion with extras great carry package firm on price $525"
805,http://www.armslist.com/posts/5195805,For Sale:  Ar15 Pistol,"Marietta Ohio, Marietta, Ohio",$ 600,"Listed On: Sunday, February 21, 2016",Handguns,no type,223/5.56 NATO                                                                                ,no type,Pistol,Ar15 pistol. Anderson lower. PSA lower parts kit. Magpul Moe pistol grip in flat dark earth.  Shockwave pistol brace in flat dark earth with Shockwave tube. 7.5 inch stainless steel barrel with key mod rail. Bushnell Ar red dot optic. Foward assist and dust cover. Located at 45750 Marietta ohio
806,http://www.armslist.com/posts/5195806,For Sale:  Browning Safari,"Bristol, Hartford, Connecticut","$ 1,000","Listed On: Sunday, February 21, 2016",Rifles,Browning                                                                                ,30-06 Springfield                                                                                ,Semi-automatic                                                                                ,Rifle,browning Safari 30.06
808,http://www.armslist.com/posts/5195808,For Sale:  Gen 3 glock 32 compact with new night sights,"Knox, Knoxville, Tennessee",$ 450,"Listed On: Sunday, February 21, 2016",Handguns,no type,no type,no type,no type,"I have a gen 3 glock 32 in 357 sig with newer glock night sights.the g32 is the same frame size as the g19 and with just the purchase of a g23 barrel you can have two guns in one.it is in factory glock case with two mags .it will come with a fobus owb holster , uncle mikes iwb holster and a box of ammo.it has had less than 200 rounds fired since bought new .no holster wear and only holster a few times but sits in saf.the 357 is a very fast round with amazing ballistics and penetration.i will sell all that i listed for $450 cash and i am firm on the price because it come with holsters and ammo .the night sights are only 4 months old and are great sights.REDACTED"
